id,homestay_id,price,date,is_weekend,is_holiday,holiday_name,created_at
60001,164,1202.94,2025-03-14,False,False,,2025-04-06 14:28:30.056036
60002,164,1448.85,2025-03-15,True,False,,2025-04-06 14:28:30.056038
60003,164,1486.69,2025-03-16,True,False,,2025-04-06 14:28:30.056042
60004,164,1190.51,2025-03-17,False,False,,2025-04-06 14:28:30.056043
60005,164,1205.25,2025-03-18,False,False,,2025-04-06 14:28:30.056044
60006,164,1212.87,2025-03-19,False,False,,2025-04-06 14:28:30.056045
60007,164,1229.21,2025-03-20,False,False,,2025-04-06 14:28:30.056046
60008,164,1236.18,2025-03-21,False,False,,2025-04-06 14:28:30.056048
60009,164,1484.56,2025-03-22,True,False,,2025-04-06 14:28:30.056049
60010,164,1423.97,2025-03-23,True,False,,2025-04-06 14:28:30.056050
60011,164,1219.38,2025-03-24,False,False,,2025-04-06 14:28:30.056051
60012,164,1228.9,2025-03-25,False,False,,2025-04-06 14:28:30.056052
60013,164,1174.07,2025-03-26,False,False,,2025-04-06 14:28:30.056053
60014,164,1228.57,2025-03-27,False,False,,2025-04-06 14:28:30.056054
60015,164,1190.7,2025-03-28,False,False,,2025-04-06 14:28:30.056056
60016,164,1443.08,2025-03-29,True,False,,2025-04-06 14:28:30.056057
60017,164,1466.3,2025-03-30,True,False,,2025-04-06 14:28:30.056058
60018,164,1229.91,2025-03-31,False,False,,2025-04-06 14:28:30.056059
60019,164,1291.13,2025-04-01,False,False,,2025-04-06 14:28:30.056060
60020,164,1224.25,2025-04-02,False,False,,2025-04-06 14:28:30.056061
60021,164,1261.45,2025-04-03,False,False,,2025-04-06 14:28:30.056062
60022,164,1244.92,2025-04-04,False,False,,2025-04-06 14:28:30.056063
60023,164,1549.98,2025-04-05,True,False,,2025-04-06 14:28:30.056064
60024,164,1530.33,2025-04-06,True,False,,2025-04-06 14:28:30.056065
60025,165,392.48,2024-04-06,True,False,,2025-04-06 14:28:30.074457
60026,165,384.77,2024-04-07,True,False,,2025-04-06 14:28:30.074459
60027,165,320.85,2024-04-08,False,False,,2025-04-06 14:28:30.074460
60028,165,326.24,2024-04-09,False,False,,2025-04-06 14:28:30.074461
60029,165,331.82,2024-04-10,False,False,,2025-04-06 14:28:30.074462
60030,165,322.17,2024-04-11,False,False,,2025-04-06 14:28:30.074463
60031,165,326.67,2024-04-12,False,False,,2025-04-06 14:28:30.074464
60032,165,403.6,2024-04-13,True,False,,2025-04-06 14:28:30.074464
60033,165,392.11,2024-04-14,True,False,,2025-04-06 14:28:30.074465
60034,165,325.03,2024-04-15,False,False,,2025-04-06 14:28:30.074466
