id,homestay_id,price,date,is_weekend,is_holiday,holiday_name,created_at
20001,55,808.51,2024-11-28,False,False,,2025-04-06 14:28:27.360539
20002,55,827.29,2024-11-29,False,False,,2025-04-06 14:28:27.360541
20003,55,980.89,2024-11-30,True,False,,2025-04-06 14:28:27.360542
20004,55,804.88,2024-12-01,True,False,,2025-04-06 14:28:27.360543
20005,55,662.01,2024-12-02,False,False,,2025-04-06 14:28:27.360544
20006,55,666.94,2024-12-03,False,False,,2025-04-06 14:28:27.360545
20007,55,689.14,2024-12-04,False,False,,2025-04-06 14:28:27.360546
20008,55,675.84,2024-12-05,False,False,,2025-04-06 14:28:27.360547
20009,55,681.35,2024-12-06,False,False,,2025-04-06 14:28:27.360548
20010,55,824.56,2024-12-07,True,False,,2025-04-06 14:28:27.360549
20011,55,792.14,2024-12-08,True,False,,2025-04-06 14:28:27.360550
20012,55,659.17,2024-12-09,False,False,,2025-04-06 14:28:27.360551
20013,55,661.3,2024-12-10,False,False,,2025-04-06 14:28:27.360552
20014,55,655.81,2024-12-11,False,False,,2025-04-06 14:28:27.360553
20015,55,682.81,2024-12-12,False,False,,2025-04-06 14:28:27.360553
20016,55,653.51,2024-12-13,False,False,,2025-04-06 14:28:27.360554
20017,55,790.23,2024-12-14,True,False,,2025-04-06 14:28:27.360555
20018,55,809.23,2024-12-15,True,False,,2025-04-06 14:28:27.360556
20019,55,683.66,2024-12-16,False,False,,2025-04-06 14:28:27.360557
20020,55,664.35,2024-12-17,False,False,,2025-04-06 14:28:27.360558
20021,55,665.19,2024-12-18,False,False,,2025-04-06 14:28:27.360559
20022,55,690.96,2024-12-19,False,False,,2025-04-06 14:28:27.360560
20023,55,691.72,2024-12-20,False,False,,2025-04-06 14:28:27.360561
20024,55,783.91,2024-12-21,True,False,,2025-04-06 14:28:27.360562
20025,55,801.48,2024-12-22,True,False,,2025-04-06 14:28:27.360563
20026,55,657.11,2024-12-23,False,False,,2025-04-06 14:28:27.360564
20027,55,686.15,2024-12-24,False,False,,2025-04-06 14:28:27.360564
20028,55,689.73,2024-12-25,False,False,,2025-04-06 14:28:27.360565
20029,55,672.23,2024-12-26,False,False,,2025-04-06 14:28:27.360566
20030,55,683.5,2024-12-27,False,False,,2025-04-06 14:28:27.360567
20031,55,785.54,2024-12-28,True,False,,2025-04-06 14:28:27.360568
20032,55,810.82,2024-12-29,True,False,,2025-04-06 14:28:27.360569
20033,55,689.19,2024-12-30,False,False,,2025-04-06 14:28:27.360570
20034,55,663.03,2024-12-31,False,False,,2025-04-06 14:28:27.360571
20035,55,628.64,2025-01-01,False,False,,2025-04-06 14:28:27.360572
20036,55,638.32,2025-01-02,False,False,,2025-04-06 14:28:27.360573
20037,55,620.55,2025-01-03,False,False,,2025-04-06 14:28:27.360574
20038,55,773.59,2025-01-04,True,False,,2025-04-06 14:28:27.360574
20039,55,759.4,2025-01-05,True,False,,2025-04-06 14:28:27.360575
20040,55,653.83,2025-01-06,False,False,,2025-04-06 14:28:27.360576
20041,55,620.95,2025-01-07,False,False,,2025-04-06 14:28:27.360577
20042,55,653.21,2025-01-08,False,False,,2025-04-06 14:28:27.360578
20043,55,643.43,2025-01-09,False,False,,2025-04-06 14:28:27.360579
20044,55,624.59,2025-01-10,False,False,,2025-04-06 14:28:27.360580
20045,55,768.6,2025-01-11,True,False,,2025-04-06 14:28:27.360581
20046,55,748.12,2025-01-12,True,False,,2025-04-06 14:28:27.360582
20047,55,637.88,2025-01-13,False,False,,2025-04-06 14:28:27.360583
20048,55,645.91,2025-01-14,False,False,,2025-04-06 14:28:27.360584
20049,55,644.68,2025-01-15,False,False,,2025-04-06 14:28:27.360584
20050,55,639.2,2025-01-16,False,False,,2025-04-06 14:28:27.360585
20051,55,646.56,2025-01-17,False,False,,2025-04-06 14:28:27.360586
20052,55,764.26,2025-01-18,True,False,,2025-04-06 14:28:27.360587
20053,55,750.23,2025-01-19,True,False,,2025-04-06 14:28:27.360588
20054,55,623.94,2025-01-20,False,False,,2025-04-06 14:28:27.360589
20055,55,616.37,2025-01-21,False,False,,2025-04-06 14:28:27.360590
20056,55,632.8,2025-01-22,False,False,,2025-04-06 14:28:27.360590
20057,55,647.05,2025-01-23,False,False,,2025-04-06 14:28:27.360591
20058,55,633.42,2025-01-24,False,False,,2025-04-06 14:28:27.360592
20059,55,773.63,2025-01-25,True,False,,2025-04-06 14:28:27.360593
20060,55,763.35,2025-01-26,True,False,,2025-04-06 14:28:27.360594
20061,55,636.26,2025-01-27,False,False,,2025-04-06 14:28:27.360595
20062,55,632.56,2025-01-28,False,False,,2025-04-06 14:28:27.360596
20063,55,622.85,2025-01-29,False,False,,2025-04-06 14:28:27.360597
20064,55,627.59,2025-01-30,False,False,,2025-04-06 14:28:27.360598
20065,55,641.97,2025-01-31,False,False,,2025-04-06 14:28:27.360599
20066,55,769.62,2025-02-01,True,False,,2025-04-06 14:28:27.360600
20067,55,766.82,2025-02-02,True,False,,2025-04-06 14:28:27.360601
20068,55,651.66,2025-02-03,False,False,,2025-04-06 14:28:27.360601
20069,55,641.49,2025-02-04,False,False,,2025-04-06 14:28:27.360602
20070,55,648.78,2025-02-05,False,False,,2025-04-06 14:28:27.360603
20071,55,645.3,2025-02-06,False,False,,2025-04-06 14:28:27.360604
20072,55,645.25,2025-02-07,False,False,,2025-04-06 14:28:27.360605
20073,55,767.52,2025-02-08,True,False,,2025-04-06 14:28:27.360606
20074,55,762.19,2025-02-09,True,False,,2025-04-06 14:28:27.360607
20075,55,649.46,2025-02-10,False,False,,2025-04-06 14:28:27.360608
20076,55,651.01,2025-02-11,False,False,,2025-04-06 14:28:27.360609
20077,55,628.46,2025-02-12,False,False,,2025-04-06 14:28:27.360610
20078,55,634.0,2025-02-13,False,False,,2025-04-06 14:28:27.360611
20079,55,620.36,2025-02-14,False,False,,2025-04-06 14:28:27.360612
20080,55,776.38,2025-02-15,True,False,,2025-04-06 14:28:27.360613
20081,55,758.2,2025-02-16,True,False,,2025-04-06 14:28:27.360614
20082,55,648.16,2025-02-17,False,False,,2025-04-06 14:28:27.360615
20083,55,616.42,2025-02-18,False,False,,2025-04-06 14:28:27.360616
20084,55,616.55,2025-02-19,False,False,,2025-04-06 14:28:27.360616
20085,55,617.51,2025-02-20,False,False,,2025-04-06 14:28:27.360617
20086,55,630.44,2025-02-21,False,False,,2025-04-06 14:28:27.360618
20087,55,759.9,2025-02-22,True,False,,2025-04-06 14:28:27.360619
20088,55,764.01,2025-02-23,True,False,,2025-04-06 14:28:27.360620
20089,55,628.28,2025-02-24,False,False,,2025-04-06 14:28:27.360621
20090,55,648.37,2025-02-25,False,False,,2025-04-06 14:28:27.360622
20091,55,642.75,2025-02-26,False,False,,2025-04-06 14:28:27.360623
20092,55,625.2,2025-02-27,False,False,,2025-04-06 14:28:27.360623
20093,55,654.11,2025-02-28,False,False,,2025-04-06 14:28:27.360625
20094,55,980.64,2025-03-01,True,False,,2025-04-06 14:28:27.360625
20095,55,993.42,2025-03-02,True,False,,2025-04-06 14:28:27.360626
20096,55,811.17,2025-03-03,False,False,,2025-04-06 14:28:27.360627
20097,55,845.61,2025-03-04,False,False,,2025-04-06 14:28:27.360628
20098,55,814.24,2025-03-05,False,False,,2025-04-06 14:28:27.360629
20099,55,815.46,2025-03-06,False,False,,2025-04-06 14:28:27.360630
20100,55,829.63,2025-03-07,False,False,,2025-04-06 14:28:27.360631
20101,55,968.52,2025-03-08,True,False,,2025-04-06 14:28:27.360632
20102,55,989.99,2025-03-09,True,False,,2025-04-06 14:28:27.360633
20103,55,814.94,2025-03-10,False,False,,2025-04-06 14:28:27.360634
20104,55,798.17,2025-03-11,False,False,,2025-04-06 14:28:27.360634
20105,55,843.75,2025-03-12,False,False,,2025-04-06 14:28:27.360635
20106,55,829.86,2025-03-13,False,False,,2025-04-06 14:28:27.360636
20107,55,805.95,2025-03-14,False,False,,2025-04-06 14:28:27.360637
20108,55,1014.02,2025-03-15,True,False,,2025-04-06 14:28:27.360638
20109,55,957.5,2025-03-16,True,False,,2025-04-06 14:28:27.360639
20110,55,804.18,2025-03-17,False,False,,2025-04-06 14:28:27.360640
20111,55,818.33,2025-03-18,False,False,,2025-04-06 14:28:27.360641
20112,55,825.66,2025-03-19,False,False,,2025-04-06 14:28:27.360642
20113,55,842.35,2025-03-20,False,False,,2025-04-06 14:28:27.360643
20114,55,838.78,2025-03-21,False,False,,2025-04-06 14:28:27.360644
20115,55,963.98,2025-03-22,True,False,,2025-04-06 14:28:27.360645
20116,55,991.93,2025-03-23,True,False,,2025-04-06 14:28:27.360645
20117,55,838.98,2025-03-24,False,False,,2025-04-06 14:28:27.360646
20118,55,827.36,2025-03-25,False,False,,2025-04-06 14:28:27.360647
20119,55,815.57,2025-03-26,False,False,,2025-04-06 14:28:27.360648
20120,55,813.57,2025-03-27,False,False,,2025-04-06 14:28:27.360649
20121,55,800.08,2025-03-28,False,False,,2025-04-06 14:28:27.360650
20122,55,980.14,2025-03-29,True,False,,2025-04-06 14:28:27.360651
20123,55,1004.09,2025-03-30,True,False,,2025-04-06 14:28:27.360652
20124,55,810.13,2025-03-31,False,False,,2025-04-06 14:28:27.360653
20125,55,840.88,2025-04-01,False,False,,2025-04-06 14:28:27.360654
20126,55,871.48,2025-04-02,False,False,,2025-04-06 14:28:27.360655
20127,55,834.78,2025-04-03,False,False,,2025-04-06 14:28:27.360656
20128,55,865.99,2025-04-04,False,False,,2025-04-06 14:28:27.360656
20129,55,1040.18,2025-04-05,True,False,,2025-04-06 14:28:27.360657
20130,55,1004.63,2025-04-06,True,False,,2025-04-06 14:28:27.360658
20131,56,699.48,2024-04-06,True,False,,2025-04-06 14:28:27.381416
20132,56,725.89,2024-04-07,True,False,,2025-04-06 14:28:27.381418
20133,56,591.08,2024-04-08,False,False,,2025-04-06 14:28:27.381419
20134,56,586.99,2024-04-09,False,False,,2025-04-06 14:28:27.381420
20135,56,591.54,2024-04-10,False,False,,2025-04-06 14:28:27.381421
20136,56,596.99,2024-04-11,False,False,,2025-04-06 14:28:27.381422
20137,56,602.67,2024-04-12,False,False,,2025-04-06 14:28:27.381422
20138,56,705.49,2024-04-13,True,False,,2025-04-06 14:28:27.381423
20139,56,706.89,2024-04-14,True,False,,2025-04-06 14:28:27.381424
20140,56,612.48,2024-04-15,False,False,,2025-04-06 14:28:27.381425
20141,56,606.06,2024-04-16,False,False,,2025-04-06 14:28:27.381426
20142,56,587.83,2024-04-17,False,False,,2025-04-06 14:28:27.381427
