id,homestay_id,price,date,is_weekend,is_holiday,holiday_name,created_at
70001,192,536.66,2024-07-09,False,False,,2025-04-06 14:28:30.730737
70002,192,522.4,2024-07-10,False,False,,2025-04-06 14:28:30.730739
70003,192,520.44,2024-07-11,False,False,,2025-04-06 14:28:30.730740
70004,192,517.43,2024-07-12,False,False,,2025-04-06 14:28:30.730741
70005,192,635.03,2024-07-13,True,False,,2025-04-06 14:28:30.730742
70006,192,625.84,2024-07-14,True,False,,2025-04-06 14:28:30.730743
70007,192,528.31,2024-07-15,False,False,,2025-04-06 14:28:30.730744
70008,192,508.13,2024-07-16,False,False,,2025-04-06 14:28:30.730745
70009,192,536.83,2024-07-17,False,False,,2025-04-06 14:28:30.730746
70010,192,521.29,2024-07-18,False,False,,2025-04-06 14:28:30.730747
70011,192,510.68,2024-07-19,False,False,,2025-04-06 14:28:30.730748
70012,192,645.64,2024-07-20,True,False,,2025-04-06 14:28:30.730748
70013,192,635.44,2024-07-21,True,False,,2025-04-06 14:28:30.730749
70014,192,507.23,2024-07-22,False,False,,2025-04-06 14:28:30.730750
70015,192,532.09,2024-07-23,False,False,,2025-04-06 14:28:30.730751
70016,192,509.39,2024-07-24,False,False,,2025-04-06 14:28:30.730752
70017,192,533.23,2024-07-25,False,False,,2025-04-06 14:28:30.730752
70018,192,530.5,2024-07-26,False,False,,2025-04-06 14:28:30.730753
70019,192,633.41,2024-07-27,True,False,,2025-04-06 14:28:30.730754
70020,192,610.24,2024-07-28,True,False,,2025-04-06 14:28:30.730755
70021,192,536.67,2024-07-29,False,False,,2025-04-06 14:28:30.730756
70022,192,519.22,2024-07-30,False,False,,2025-04-06 14:28:30.730757
70023,192,514.48,2024-07-31,False,False,,2025-04-06 14:28:30.730757
70024,192,564.7,2024-08-01,False,False,,2025-04-06 14:28:30.730758
70025,192,558.66,2024-08-02,False,False,,2025-04-06 14:28:30.730759
70026,192,652.85,2024-08-03,True,False,,2025-04-06 14:28:30.730760
70027,192,677.45,2024-08-04,True,False,,2025-04-06 14:28:30.730761
70028,192,561.76,2024-08-05,False,False,,2025-04-06 14:28:30.730761
70029,192,563.86,2024-08-06,False,False,,2025-04-06 14:28:30.730762
70030,192,560.39,2024-08-07,False,False,,2025-04-06 14:28:30.730763
70031,192,545.16,2024-08-08,False,False,,2025-04-06 14:28:30.730764
70032,192,547.78,2024-08-09,False,False,,2025-04-06 14:28:30.730764
70033,192,672.31,2024-08-10,True,False,,2025-04-06 14:28:30.730765
70034,192,647.0,2024-08-11,True,False,,2025-04-06 14:28:30.730766
70035,192,563.47,2024-08-12,False,False,,2025-04-06 14:28:30.730767
70036,192,547.45,2024-08-13,False,False,,2025-04-06 14:28:30.730768
